Acronym,Scientific Name (NWPL/Mohlenbrock/Wilhelm & Rericha),Scientific Name Synonym             (Swink & Wilhelm/ Wilhelm & Rericha),Common Name           (NWPL/Mohlenbrock/Wilhelm & Rericha),Common Name          Synonym                  (Swink & Wilhelm/ Wilhelm & Rericha),Author,Midwest Region Wetland Indicator,NC-NE Region Wetland Indicator,Coefficient of Conservatism,Wetness Coefficient,Habit,Duration  ,Nativity,Scientific Family Name,Common Family Name
LIPDRU,Lipocarpha drummondii,Hemicarpha drummondii,Drummond's Halfchaff Sedge,DRUMMONDS BULRUSH,(Nees) G. Tucker,FACW,FACW,6,-1,Sedge,Annual,Native,CYPERACEAE,Sedge Family
HEMMIC,Lipocarpha micrantha,Hemicarpha micrantha,Small-Flower Halfchaff Sedge,DWARF BULRUSH,(Vahl) G. Tucker,OBL,OBL,5,-2,Sedge,Annual,Native,CYPERACEAE,Sedge Family
LIPMIC,Lipocarpha micrantha,Hemicarpha micrantha,Small-Flower Halfchaff Sedge,DWARF BULRUSH,(Vahl) G. Tucker,OBL,OBL,5,-2,Sedge,Annual,Native,CYPERACEAE,Sedge Family
LIQSTY,Liquidambar styraciflua,LIQUIDAMBAR STYRACIFLUA,Sweet-Gum,SWEET GUM,L.,FACW,FAC,0,-1,Tree,Perennial,Adventive,HAMAMELIDACEAE,Witch Hazel Family
LIRTUL,Liriodendron tulipifera,Liriodendron tulipifera,Tuliptree,TULIP TREE,L.,FACU,FACU,5,1,Tree,Perennial,Native,MAGNOLIACEAE,Magnolia Family
LIRMUS,Liriope muscari,LIRIOPE MUSCARI,Lilyturf,LILYTURF,(Decne.) L. H. Bailey,UPL,UPL,0,2,Forb,Annual,Adventive,NARTHECIACEAE,Narthecium Family
LITCAN,Lithospermum canescens,Lithospermum canescens,Hoary Puccoon,HOARY PUCCOON,(Michx.) Lehm.,UPL,UPL,8,2,Forb,Perennial,Native,BORAGINACEAE,Borage Family
LITCRO,Lithospermum croceum,Lithospermum croceum,Hairy Puccoon,HAIRY PUCCOON,Fern.,UPL,UPL,8,2,Forb,Perennial,Native,BORAGINACEAE,Borage Family
LITINC,Lithospermum incisum,Lithospermum incisum,Fringed Puccoon,FRINGED PUCCOON,Lehm. ,UPL,UPL,10,2,Forb,Perennial,Native,BORAGINACEAE,Borage Family
LITLAT,Lithospermum latifolium,Lithospermum latifolium,American Gromwell,BROAD-LEAVED PUCCOON,Michx.,UPL,UPL,10,2,Forb,Perennial,Native,BORAGINACEAE,Borage Family
LITOFF,Lithospermum ofﬁcinale,LITHOSPERMUM OFFICINALE,Common Gromwell,COMMON GROMWELL,L.,UPL,UPL,0,2,Forb,Perennial,Adventive,BORAGINACEAE,Borage Family
LOBCAR,Lobelia cardinalis,Lobelia cardinalis,Cardinal-Flower,CARDINAL FLOWER,L.,OBL,OBL,7,-2,Forb,Perennial,Native,CAMPANULACEAE,Bellflower Family
LOBINF,Lobelia inflata,Lobelia inflata,Indian-Tobacco,INDIAN TOBACCO,L.,FACU,FACU,5,1,Forb,Annual,Native,CAMPANULACEAE,Bellflower Family
LOBKAL,Lobelia kalmii,Lobelia kalmii,Brook Lobelia,BOG LOBELIA,L.,OBL,OBL,10,-2,Forb,Perennial,Native,CAMPANULACEAE,Bellflower Family
LOBSIP,Lobelia siphilitica,Lobelia siphilitica,Great Blue Lobelia,GREAT BLUE LOBELIA,L.,OBL,FACW,4,-2,Forb,Perennial,Native,CAMPANULACEAE,Bellflower Family
LOBSPI,Lobelia spicata,Lobelia spicata,Pale-Spike Lobelia,PALE-SPIKED LOBELIA,Lam.,FAC,FAC,4,0,Forb,Perennial,Native,CAMPANULACEAE,Bellflower Family
LOBSPIH,Lobelia spicata var. hirtella,Lobelia spicata,Pale-Spike Lobelia,PALE-SPIKED LOBELIA,Gray,FAC,FAC,4,0,Forb,Perennial,Native,CAMPANULACEAE,Bellflower Family
LOBSPIL,Lobelia spicata var. leptostachys,Lobelia spicata leptostachys,Pale-Spike Lobelia,EARED-SPIKED LOBELIA,(A. DC.) Mackenzie & Bush,FAC,FAC,10,0,Forb,Perennial,Native,CAMPANULACEAE,Bellflower Family
LOBSPIS,Lobelia spicata var. spicata,Lobelia spicata,Pale-Spike Lobelia,PALE-SPIKED LOBELIA,Lam.,FAC,FAC,4,0,Forb,Perennial,Native,CAMPANULACEAE,Bellflower Family
LOBSPE,Lobelia X speciosa,Lobelia X speciosa,Hybrid Cardinal Flower,HYBRID CARDINAL FLOWER,Sweet,OBL,OBL,4,-2,Forb,Perennial,Native,CAMPANULACEAE,Bellflower Family
LOBMAR,Lobularia maritima,LOBULARIA MARITIMA,Sweet Alyssum,SWEET ALYSSUM,(L.) Desv.,UPL,UPL,0,2,Forb,Annual,Adventive,BRASSICACEAE,Mustard Family
LOLPER,Lolium perenne,LOLIUM PERENNE,Perennial Rye Grass,PERENNIAL RYE GRASS,L.,FACU,FACU,0,1,Grass,Perennial,Adventive,POACEAE,Grass Family
LOLMUL,Lolium perenne ssp. multiflorum,LOLIUM MULTIFLORUM,Perennial Rye Grass,ITALIAN RYE GRASS,(Lam.) Husnot,FACU,FACU,0,1,Grass,Annual,Adventive,POACEAE,Grass Family
LOLPERM,Lolium perenne ssp. multiflorum,LOLIUM MULTIFLORUM,Perennial Rye Grass,ITALIAN RYE GRASS,(Lam.) Husnot,FACU,FACU,0,1,Grass,Annual,Adventive,POACEAE,Grass Family
LOLPERP,Lolium perenne ssp. perenne,LOLIUM PERENNE,Perennial Rye Grass,PERENNIAL RYE GRASS,L.,FACU,FACU,0,1,Grass,Perennial,Adventive,POACEAE,Grass Family
LOLTEM,Lolium temulentum,LOLIUM TEMULENTUM,Darnel,DARNEL,L. ,UPL,UPL,0,2,Grass,Annual,Adventive,POACEAE,Grass Family
LONCAN,Lonicera canadensis,Lonicera canadensis,American Fly-Honeysuckle,AMERICAN FLY HONEYSUCKLE,Bartr. ex Marsh.,FACU,FACU,10,1,Shrub,Perennial,Native,CAPRIFOLIACEAE,Honeysuckle Family
LONDIO,Lonicera dioica,Lonicera dioica var. glaucescens,Limber Honeysuckle,RED HONEYSUCKLE,L.,FACU,FACU,10,1,Vine,Perennial,Native,CAPRIFOLIACEAE,Honeysuckle Family
LONDIOG,Lonicera dioica,Lonicera dioica var. glaucescens,Limber Honeysuckle,RED HONEYSUCKLE,L.,FACU,FACU,10,1,Vine,Perennial,Native,CAPRIFOLIACEAE,Honeysuckle Family
LONHIR,Lonicera hirsuta,Lonicera hirsuta,Hairy Honeysuckle,HAIRY HONEYSUCKLE,Eat.,FAC,FAC,10,0,Vine,Perennial,Native,CAPRIFOLIACEAE,Honeysuckle Family
LONJAP,Lonicera japonica,LONICERA JAPONICA,Japanese Honeysuckle,JAPANESE HONEYSUCKLE,Thunb.,FACU,FACU,0,1,Vine,Perennial,Adventive,CAPRIFOLIACEAE,Honeysuckle Family
LONMAA,Lonicera maackii,LONICERA MAACKII,Amur Honeysuckle,AMUR HONEYSUCKLE,(Rupr.) Maxim.,UPL,UPL,0,2,Shrub,Perennial,Adventive,CAPRIFOLIACEAE,Honeysuckle Family
LONMOR,Lonicera morrowii,LONICERA MORROWII,Morrow's Honeysuckle,MORROW'S HONEYSUCKLE,Gray,FACU,FACU,0,1,Shrub,Perennial,Adventive,CAPRIFOLIACEAE,Honeysuckle Family
LONOBL,Lonicera oblongifolia,Lonicera oblongifolia,Swamp Fly-Honeysuckle,SWAMP FLY HONEYSUCKLE,(Goldie) Hook.,OBL,OBL,10,-2,Shrub,Perennial,Native,CAPRIFOLIACEAE,Honeysuckle Family
LONPRO,Lonicera reticulata,Lonicera prolifera,Yellow Honeysuckle,YELLOW HONEYSUCKLE,Raf. ,UPL,UPL,8,2,Vine,Perennial,Native,CAPRIFOLIACEAE,Honeysuckle Family
LONRET,Lonicera reticulata,Lonicera prolifera,Yellow Honeysuckle,YELLOW HONEYSUCKLE,Raf. ,UPL,UPL,8,2,Vine,Perennial,Native,CAPRIFOLIACEAE,Honeysuckle Family
LONRUP,Lonicera ruprechtiana,LONICERA RUPRECHTIANA,Manchurian Honeysuckle,MANCHURIAN HONEYSUCKLE,Regel.,UPL,UPL,0,2,Shrub,Perennial,Adventive,CAPRIFOLIACEAE,Honeysuckle Family
LONSEM,Lonicera sempervirens,LONICERA SEMPERVIRENS,Trumpet Honeysuckle,TRUMPET HONEYSUCKLE,L.,FACU,FACU,0,1,Vine,Perennial,Adventive,CAPRIFOLIACEAE,Honeysuckle Family
LONSUB,Lonicera subsessilis,LONICERA SUBSESSILIS,Short-Stalk Honeysuckle,SHORT-STALKED HONEYSUCKLE,Rehd. ,UPL,UPL,0,2,Shrub,Perennial,Adventive,CAPRIFOLIACEAE,Honeysuckle Family
LONTAT,Lonicera tatarica,LONICERA TATARICA,Twinsisters,TARTARIAN HONEYSUCKLE,L.,FACU,FACU,0,1,Shrub,Perennial,Adventive,CAPRIFOLIACEAE,Honeysuckle Family
LONBEL,Lonicera X bella,LONICERA X BELLA,Showy Fly Honeysuckle,SHOWY FLY HONEYSUCKLE,Zabel,FACU,FACU,0,1,Shrub,Perennial,Adventive,CAPRIFOLIACEAE,Honeysuckle Family
LONHEC,Lonicera X heckrottii,LONICERA X HECKROTTII,Gold Flame Honeysuckle,GOLD FLAME HONEYSUCKLE,Rehder. ,UPL,UPL,0,2,Shrub,Perennial,Adventive,CAPRIFOLIACEAE,Honeysuckle Family
LONMIN,Lonicera X minutiﬂora,LONICERA X MINUTIFLORA,Small-Flowered Fly Honeysuckle,TINY-FLOWERED FLY HONEYSUCKLE,Zabel,UPL,UPL,0,2,Shrub,Perennial,Adventive,CAPRIFOLIACEAE,Honeysuckle Family
LONMUE,Lonicera X muendeniensis,LONICERA X MUENDENIENSIS,Common Fly Honeysuckle,COMMON FLY HONEYSUCKLE,Rehd.,UPL,UPL,0,2,Shrub,Perennial,Adventive,CAPRIFOLIACEAE,Honeysuckle Family
LONMUS,Lonicera X muscaviensis,LONICERA X MUSCAVIENSIS,Muskau Fly Honeysuckle,MUSKAU FLY HONEYSUCKLE,Rehd. ,UPL,UPL,0,2,Shrub,Perennial,Adventive,CAPRIFOLIACEAE,Honeysuckle Family
LONNOT,Lonicera X notha,LONICERA X NOTHA,Orphan Fly Honeysuckle,ORPHAN FLY HONEYSUCKLE,Zabel,UPL,UPL,0,2,Shrub,Perennial,Adventive,CAPRIFOLIACEAE,Honeysuckle Family
LONXYO,Lonicera X xylosteoides,LONICERA X XYLOSTEOIDES,Hybrid Tartarian Honeysuckle,HYBRID TARTARIAN HONEYSUCKLE,L.,UPL,UPL,0,2,Shrub,Perennial,Adventive,CAPRIFOLIACEAE,Honeysuckle Family
LONXYU,Lonicera xylosteum,LONICERA XYLOSTEUM,European Fly Honeysuckle,EUROPEAN FLY HONEYSUCKLE,L.,UPL,UPL,0,2,Shrub,Perennial,Adventive,CAPRIFOLIACEAE,Honeysuckle Family
LOTCOR,Lotus corniculatus,LOTUS CORNICULATUS,Garden Bird's-Foot-Trefoil,BIRD'S FOOT TREFOIL,L.,FACU,FACU,0,1,Forb,Perennial,Adventive,FABACEAE,Pea Family
LOTAME,Lotus unifoliolatus,LOTUS AMERICANUS,American Bird's-Foot-Trefoil,DEER VETCH,(Hook.) Benth.,UPL,UPL,0,2,Forb,Annual,Adventive,FABACEAE,Pea Family
LOTUNI,Lotus unifoliolatus,LOTUS AMERICANUS,American Bird's-Foot-Trefoil,DEER VETCH,(Hook.) Benth.,UPL,UPL,0,2,Forb,Annual,Adventive,FABACEAE,Pea Family
LUDALT,Ludwigia alternifolia,Ludwigia alternifolia,Seedbox,SEEDBOX,L.,OBL,OBL,6,-2,Forb,Perennial,Native,ONAGRACEAE,Evening Primrose Family
LUDPAL,Ludwigia palustris,Ludwigia palustris americana,Marsh Primrose-Willow,MARSH PURSLANE,(L.) Ell.,OBL,OBL,3,-2,Forb,Perennial,Native,ONAGRACEAE,Evening Primrose Family
LUDPALA,Ludwigia palustris,Ludwigia palustris americana,Marsh Primrose-Willow,MARSH PURSLANE,(L.) Ell.,OBL,OBL,3,-2,Forb,Perennial,Native,ONAGRACEAE,Evening Primrose Family
JUSREP,Ludwigia peploides ssp. glabrescens,JUSSIAEA REPENS GLABRESCENS,Floating Primrose-Willow,PRIMROSE WILLOW,(Kuntze) Raven,OBL,OBL,0,-2,Forb,Perennial,Adventive,ONAGRACEAE,Evening Primrose Family
LUDPEP,Ludwigia peploides ssp. glabrescens,JUSSIAEA REPENS GLABRESCENS,Floating Primrose-Willow,PRIMROSE WILLOW,(Kuntze) Raven,OBL,OBL,0,-2,Forb,Perennial,Adventive,ONAGRACEAE,Evening Primrose Family
LUDPOL,Ludwigia polycarpa,Ludwigia polycarpa,Many-Fruit Primrose-Willow,FALSE LOOSESTRIFE,Short & Peter,OBL,OBL,6,-2,Forb,Perennial,Native,ONAGRACEAE,Evening Primrose Family
LUDSPH,Ludwigia sphaerocarpa,Ludwigia sphaerocarpa deamii,Globe-Fruit Primrose-Willow,ROUND-FRUITED LOOSESTRIFE,Ell.,OBL,OBL,10,-2,Forb,Perennial,Native,ONAGRACEAE,Evening Primrose Family
LUDSPHD,Ludwigia sphaerocarpa,Ludwigia sphaerocarpa deamii,Globe-Fruit Primrose-Willow,ROUND-FRUITED LOOSESTRIFE,Ell.,OBL,OBL,10,-2,Forb,Perennial,Native,ONAGRACEAE,Evening Primrose Family
LUNANN,Lunaria annua,LUNARIA ANNUA,Silver-Dollar Plant,HONESTY,L.,UPL,UPL,0,2,Forb,Annual,Adventive,BRASSICACEAE,Mustard Family
LUPPER,Lupinus perennis var. occidentalis,Lupinus perennis occidentalis,Wild Lupine,WILD LUPINE,S. Wats.,UPL,UPL,7,2,Forb,Perennial,Native,FABACEAE,Pea Family
LUPPERO,Lupinus perennis var. occidentalis,Lupinus perennis occidentalis,Wild Lupine,WILD LUPINE,S. Wats.,UPL,UPL,7,2,Forb,Perennial,Native,FABACEAE,Pea Family
LUPPOL,Lupinus polyphyllus,LUPINUS POLYPHYLLUS,Blue-Pod Lupine,LEAFY LUPINE,Lindl.,FACU,FACU,0,1,Forb,Perennial,Adventive,FABACEAE,Pea Family
LUZACU,Luzula acuminata,Luzula acuminata,Hairy Wood-Rush,HAIRY WOODRUSH,Raf.,FACU,FACU,10,1,Forb,Perennial,Native,JUNCACEAE,Rush Family
LUZBUL,Luzula bulbosa,Luzula bulbosa,Bulbous Wood-Rush,BULBLET WOODRUSH,(Wood) Smyth & Smyth,FACU,FACU,8,1,Forb,Perennial,Native,JUNCACEAE,Rush Family
LUZLUZ,Luzula luzuloides,LUZULA LUZULOIDES,European Wood-Rush,EUROPEAN WOODRUSH,(Lam.)Dandy & Wilmott,UPL,UPL,0,2,Forb,Perennial,Adventive,JUNCACEAE,Rush Family
LUZMUL,Luzula multiflora,Luzula multiflora,Common Wood-Rush,COMMON WOODRUSH,(Ehrh.) Lej.,FACU,FACU,7,1,Forb,Perennial,Native,JUNCACEAE,Rush Family
LYCBAR,Lycium barbarum,LYCIUM BARBARUM,Common Matrimony Vine,MATRIMONY VINE,L.,UPL,UPL,0,2,Vine,Perennial,Adventive,SOLANACEAE,Nightshade Family
LYCCHI,Lycium chinense ,LYCIUM CHINENSE,Chinese Matrimony Vine,CHINESE MATRIMONY VINE,Mill,UPL,UPL,0,2,Vine,Perennial,Adventive,SOLANACEAE,Nightshade Family
LYCESC,Lycopersicon esculentum,LYCOPERSICUM ESCULENTUM,Tomato,TOMATO,Mill,UPL,UPL,0,2,Forb,Annual,Adventive,SOLANACEAE,Nightshade Family
LYCINU,Lycopodiella inundata,Lycopodium inundatum,Northern Bog Club-Moss,LESSER BOG CLUBMOSS,(L.) Holub,OBL,OBL,10,-2,Fern,Perennial,Native,LYCOPODIACEAE,Clubmoss Family
LYCMAR,Lycopodiella margueritae,Lycopodiella margueritae,Prostrate Club-Moss,MARGUERITES CLUBMOSS,"J.G. Bruce, W.H. Wagner & Beitel",FACW,FACW,10,-1,Fern,Perennial,Native,LYCOPODIACEAE,Clubmoss Family
LYCSUB,Lycopodiella subappressa,Lycopodiella subappressa,Northern Appressed Club-Moss,GREATER BOG CLUBMOSS,"J.G. Bruce, W.H. Wagner & Beitel",FACW,FACW,10,-1,Fern,Perennial,Native,LYCOPODIACEAE,Clubmoss Family
LYCCLA,Lycopodium clavatum,Lycopodium clavatum,Running Ground-Pine,RUNNING GROUND PINE,L.,FAC,FAC,10,0,Fern,Perennial,Native,LYCOPODIACEAE,Clubmoss Family
LYCLAG,Lycopodium lagopus,Lycopodium lagopus,Single-Cone Ground-Pine,ONE-CONE GROUND PINE,(Laestad. ex Hartm.) Zinserl. ex Kuzen,FAC,FAC,10,0,Fern,Perennial,Native,LYCOPODIACEAE,Clubmoss Family
LYCAME,Lycopus americanus,Lycopus americanus,Cut-Leaf Water-Horehound,COMMON WATER HOREHOUND,Muhl. ex W. Bart.,OBL,OBL,4,-2,Forb,Perennial,Native,LAMIACEAE,Mint Family
LYCAMP,Lycopus amplectens,Lycopus amplectens,Clasping Water-Horehound,SESSILE WATER HOREHOUND,Raf.,OBL,OBL,10,-2,Forb,Perennial,Native,LAMIACEAE,Mint Family
LYCASP,Lycopus asper,Lycopus asper,Rough Water-Horehound,ROUGH WATER HOREHOUND,Greene,OBL,OBL,0,-2,Forb,Perennial,Adventive,LAMIACEAE,Mint Family
LYCEUR,Lycopus europaeus,LYCOPUS EUROPAEUS,Gypsywort,EUROPEAN WATER HOREHOUND,L.,OBL,OBL,0,-2,Forb,Perennial,Adventive,LAMIACEAE,Mint Family
LYCRUB,Lycopus rubellus,Lycopus rubellus,Taper-Leaf Water-Horehound,STALKED WATER HOREHOUND,Moench,OBL,OBL,10,-2,Forb,Perennial,Native,LAMIACEAE,Mint Family
LYCUNI,Lycopus uniflorus,Lycopus uniflorus,Northern Water-Horehound,NORTHERN BUGLE WEED,Michx.,OBL,OBL,4,-2,Forb,Perennial,Native,LAMIACEAE,Mint Family
LYCVIR,Lycopus virginicus,Lycopus virginicus,Virginia Water-Horehound,BUGLE WEED,L.,OBL,OBL,7,-2,Forb,Perennial,Native,LAMIACEAE,Mint Family
LYSCIL,Lysimachia ciliata,Lysimachia ciliata,Fringed Yellow-Loosestrife,FRINGED LOOSESTRIFE,L.,FACW,FACW,7,-1,Forb,Perennial,Native,PRIMULACEAE,Primrose Family
LYSCLE,Lysimachia clethroides,LYSIMACHIA CLETHROIDES,White Loosestrife,WHITE LOOSESTRIFE,Duby,UPL,UPL,0,2,Forb,Perennial,Adventive,PRIMULACEAE,Primrose Family
LYSHYB,Lysimachia hybrida,Lysimachia hybrida,Lowland Yellow-Loosestrife,RIVER LOOSESTRIFE,Michx.,OBL,OBL,9,-2,Forb,Perennial,Native,PRIMULACEAE,Primrose Family
LYSLAN,Lysimachia lanceolata,Lysimachia lanceolata,Lance-Leaf Yellow-Loosestrife,LANCE-LEAVED LOOSESTRIFE,Walt.,FAC,FAC,9,0,Forb,Perennial,Native,PRIMULACEAE,Primrose Family
LYSNUM,Lysimachia nummularia,LYSIMACHIA NUMMULARIA,Creeping-Jenny,MONEYWORT,L.,FACW,FACW,0,-1,Forb,Perennial,Adventive,PRIMULACEAE,Primrose Family
LYSPUN,Lysimachia punctata,LYSIMACHIA PUNCTATA,Large Yellow-Loosestrife,DOTTED LOOSESTRIFE,L.,OBL,OBL,0,-2,Forb,Perennial,Adventive,PRIMULACEAE,Primrose Family
LYSQUL,Lysimachia quadriflora,Lysimachia quadriflora,Four-Flower Yellow-Loosestrife,NARROW-LEAVED LOOSESTRIFE,Sims,OBL,OBL,10,-2,Forb,Perennial,Native,PRIMULACEAE,Primrose Family
LYSQUO,Lysimachia quadrifolia,Lysimachia quadrifolia,Whorled Yellow-Loosestrife,WHORLED LOOSESTRIFE,L.,FACU,FACU,10,1,Forb,Perennial,Native,PRIMULACEAE,Primrose Family
LYSTER,Lysimachia terrestris,Lysimachia terrestris,Swampcandles,SWAMP CANDLES,(L.) B.S.P.,OBL,OBL,8,-2,Forb,Perennial,Native,PRIMULACEAE,Primrose Family
LYSTHY,Lysimachia thyrsiflora,Lysimachia thyrsiflora,Tufted Yellow-Loosestrife,TUFTED LOOSESTRIFE,L.,OBL,OBL,8,-2,Forb,Perennial,Native,PRIMULACEAE,Primrose Family
LYSVUL,Lysimachia vulgaris,LYSIMACHIA VULGARIS,Garden Yellow-Loosestrife,GARDEN LOOSESTRIFE,L.,FACW,FACW,0,-1,Forb,Perennial,Adventive,PRIMULACEAE,Primrose Family
LYSCOM,Lysimachia X commixta,Lysimachia X commixta,,STERILE LOOSESTRIFE,Fernald,OBL,OBL,8,-2,Forb,Perennial,Native,PRIMULACEAE,Primrose Family
LYSPRO,Lysimachia X producta,Lysimachia X producta,Hybrid Loosestrife,LEAFY LOOSESTRIFE,(Gray) Fern. (pro sp.),FAC,FAC,8,0,Forb,Perennial,Native,PRIMULACEAE,Primrose Family
LYTALA,Lythrum alatum,Lythrum alatum,Wing-Angle Loosestrife,WINGED LOOSESTRIFE,Pursh,OBL,OBL,7,-2,Forb,Perennial,Native,LYTHRACEAE,Loosestrife Family
LYTHYS,Lythrum hyssopifolium,Lythrum hyssopifolium,Hyssop Loosestrife,ANNUAL LOOSESTRIFE,L.,OBL,OBL,0,-2,Forb,Annual,Adventive,LYTHRACEAE,Loosestrife Family
LYTSAL,Lythrum salicaria,LYTHRUM SALICARIA,Purple Loosestrife,PURPLE LOOSESTRIFE,L.,OBL,OBL,0,-2,Forb,Perennial,Adventive,LYTHRACEAE,Loosestrife Family
MACCOR,Macleaya cordata,MACLEAYA CORDATA,Plume Poppy,PLUME POPPY,(Willd.) R. Br.,UPL,UPL,0,2,Forb,Perennial,Adventive,PAPAVERACEAE,Poppy Family
MACPOM,Maclura pomifera,MACLURA POMIFERA,Osage-Orange,OSAGE ORANGE,(Raf.) Schneid.,FACU,FACU,0,1,Tree,Perennial,Adventive,MORACEAE,Mulberry Family
MADSAT,Madia glomerata,MADIA SATIVA CONGESTA,Tarweed,TARWEED,T. & G.,UPL,UPL,0,2,Forb,Annual,Adventive,ASTERACEAE,Aster Family
MADSATC,Madia glomerata,MADIA SATIVA CONGESTA,Tarweed,TARWEED,T. & G.,UPL,UPL,0,2,Forb,Annual,Adventive,ASTERACEAE,Aster Family
MAGSTE,Magnolia stellata,MAGNOLIA STELLATA,Star Magnolia,STAR MAGNOLIA,Maxim.,UPL,UPL,0,2,Tree,Perennial,Adventive,MAGNOLIACEAE,Magnolia Family
MAGLOE,Magnolia X loebneri,MAGNOLIA X LOEBNERI,,LOEBNERS MAGNOLIA,Kache,UPL,UPL,0,2,Tree,Perennial,Adventive,MAGNOLIACEAE,Magnolia Family
MAGSOU,Magnolia X soulangeana,MAGNOLIA X SOULANGEANA,,SAUCER MAGNOLIA,Soul.-Bod.,UPL,UPL,0,2,Tree,Perennial,Adventive,MAGNOLIACEAE,Magnolia Family
MAHAQU,Mahonia aquifolium,MAHONIA AQUIFOLIUM,Holly-Leaf Oregon-Grape,OREGON HOLLY GRAPE,(Pursh) Nutt.,UPL,UPL,0,2,Shrub,Perennial,Adventive,BERBERIDACEAE,Barberry Family
MAHREP,Mahonia repens ,MAHONIA REPENS,Oregon Holly Grape,OREGON HOLLY GRAPE,(Lindl.) G.Don,UPL,UPL,0,2,Shrub,Perennial,Adventive,BERBERIDACEAE,Barberry Family
MAICAN,Maianthemum canadense,Maianthemum canadense interius,False Lily-of-the-Valley,CANADA MAYFLOWER,Desf.,FAC,FACU,7,0,Forb,Perennial,Native,LILIACEAE,Lily Family
MAICANI,Maianthemum canadense,Maianthemum canadense interius,False Lily-of-the-Valley,CANADA MAYFLOWER,Desf.,FAC,FACU,7,0,Forb,Perennial,Native,LILIACEAE,Lily Family
MAIRAC,Maianthemum racemosum,Smilacina racemosa,Feathery False Solomon's-Seal,FEATHERY FALSE SOLOMON'S SEAL,(L.) Link,FACU,FACU,5,1,Forb,Perennial,Native,LILIACEAE,Lily Family
SMIRAC,Maianthemum racemosum,Smilacina racemosa,Feathery False Solomon's-Seal,FEATHERY FALSE SOLOMON'S SEAL,(L.) Link,FACU,FACU,5,1,Forb,Perennial,Native,LILIACEAE,Lily Family
MAISTE,Maianthemum stellatum,Smilacina stellata,Starry False Solomon's-Seal,STARRY FALSE SOLOMON'S SEAL,(L.) Link,FAC,FAC,5,0,Forb,Perennial,Native,LILIACEAE,Lily Family
SMISTE,Maianthemum stellatum,Smilacina stellata,Starry False Solomon's-Seal,STARRY FALSE SOLOMON'S SEAL,(L.) Link,FAC,FAC,5,0,Forb,Perennial,Native,LILIACEAE,Lily Family
MAITRI,Maianthemum trifolium,Smilacina trifolia,Three-Leaf False Solomon's-Seal,FALSE MAYFLOWER,(L.) Sloboda,OBL,OBL,10,-2,Forb,Perennial,Native,LILIACEAE,Lily Family
SMITRI,Maianthemum trifolium,Smilacina trifolia,Three-Leaf False Solomon's-Seal,FALSE MAYFLOWER,(L.) Sloboda,OBL,OBL,10,-2,Forb,Perennial,Native,LILIACEAE,Lily Family
MALBRA,Malaxis monophyllos,Malaxis brachypoda,White Adder's-Mouth Orchid,WHITE ADDER'S MOUTH,(L.) Sw.,FACW,FACW,10,-1,Forb,Perennial,Native,ORCHIDACEAE,Orchid Family
MALMON,Malaxis monophyllos,Malaxis brachypoda,White Adder's-Mouth Orchid,WHITE ADDER'S MOUTH,(L.) Sw.,FACW,FACW,10,-1,Forb,Perennial,Native,ORCHIDACEAE,Orchid Family
MALUNI,Malaxis unifolia,Malaxis unifolia,Green Adder's-Mouth Orchid,GREEN ADDER'S MOUTH,Michx.,FAC,FAC,10,0,Forb,Perennial,Native,ORCHIDACEAE,Orchid Family
MALAFR,Malcolmia africana,MALCOLMIA AFRICANA,Malcolm Stock,MALCOLM STOCK,(L.) R. Br.,UPL,UPL,0,2,Forb,Annual,Adventive,BRASSICACEAE,Mustard Family
MALBAC,Malus baccata,MALUS BACCATA,Siberian Crab Apple,SIBERIAN CRAB,(L.) Borkh.,UPL,UPL,0,2,Tree,Perennial,Adventive,ROSACEAE,Rose Family
MALCOR,Malus coronaria,Malus coronaria,Wild Sweet Crab Apple,WILD SWEET CRAB,(L.) Mill,UPL,UPL,4,2,Tree,Perennial,Native,ROSACEAE,Rose Family
MALFLO,Malus floribunda,MALUS FLORIBUNDA,Japanese Flowering Crab Apple,JAPANESE FLOWERING CRAB APPLE,Van Houtte,UPL,UPL,0,2,Tree,Perennial,Native,ROSACEAE,Rose Family
MALIOE,Malus ioensis,Malus ioensis,Iowa Crab Apple,IOWA CRAB,(Wood) Britt. ,UPL,UPL,4,2,Tree,Perennial,Native,ROSACEAE,Rose Family
MALPRU,Malus prunifolia,MALUS PRUNIFOLIA,Plum-Leaf Crab Apple,PLUM-LEAVED CRAB,(Willd.) Borkh. ,UPL,UPL,0,2,Tree,Perennial,Adventive,ROSACEAE,Rose Family
MALPUM,Malus pumila,MALUS PUMILA,Apple,APPLE,Mill,UPL,UPL,0,2,Tree,Perennial,Adventive,ROSACEAE,Rose Family
MALSIE,Malus toringa,MALUS SIEBOLDII,Japanese Crab Apple,JAPANESE CRAB,(Sieb.) Sieb. ex deVereis,UPL,UPL,0,2,Tree,Perennial,Adventive,ROSACEAE,Rose Family
MALTOR,Malus toringa,MALUS SIEBOLDII,Japanese Crab Apple,JAPANESE CRAB,(Sieb.) Sieb. ex deVereis,UPL,UPL,0,2,Tree,Perennial,Adventive,ROSACEAE,Rose Family
MALAST,Malus X astracanica,MALUS X ASTRACANICA,Astrakhan Apple,ASTRAKHAN APPLE,Dum. Cours.,UPL,UPL,0,2,Tree,Perennial,Adventive,ROSACEAE,Rose Family
